IT1234567,Deposit,100,2025-03-19 09:47:49,,2025-03-19 09:49:39
IT1234567,Withdrawal,50,2025-03-19 09:47:49,transazione,2025-03-19 09:47:49
IT1234567,Deposit,100,2025-03-19 09:47:49,Test deposit,2025-03-19 09:47:49
IT1234567,Deposit,200,2025-03-19 09:47:51,Bonus,2025-03-19 09:47:51
IT1234567,Deposit,150,2025-03-19 09:47:51,regalo,2025-03-19 09:47:51
IT1234567,Deposit,300,2025-03-19 09:47:51,Deposito iniziale,2025-03-19 09:47:51
IT1234567,Withdrawal,50,2025-03-19 09:47:51,Cibo,2025-03-19 09:47:51
IT1234567,Withdrawal,75,2025-03-19 09:47:51,Cibo,2025-03-19 09:47:51
IT1234567,Withdrawal,200,2025-03-19 09:47:51,Affitto,2025-03-19 09:47:51
IT1234567,Withdrawal,100,2025-03-19 09:47:51,Vecchia Descrizione,2025-03-19 09:47:51
IT1234567,Deposit,100,2025-03-19 09:49:39,transazione,2025-03-19 09:49:39
IT1234567,Withdrawal,50,2025-03-19 09:49:39,transazione,2025-03-19 09:49:39
IT1234567,Deposit,200,2025-03-19 09:49:41,Bonus,2025-03-19 09:49:41
IT1234567,Deposit,150,2025-03-19 09:49:41,regalo,2025-03-19 09:49:41
IT1234567,Deposit,300,2025-03-19 09:49:41,Deposito iniziale,2025-03-19 09:49:41
IT1234567,Withdrawal,50,2025-03-19 09:49:41,Cibo,2025-03-19 09:49:41
IT1234567,Withdrawal,75,2025-03-19 09:49:41,Cibo,2025-03-19 09:49:41
IT1234567,Withdrawal,200,2025-03-19 09:49:41,Affitto,2025-03-19 09:49:41
IT1234567,Withdrawal,100,2025-03-19 09:49:41,Vecchia Descrizione,2025-03-19 09:49:41
